location,date,new_deaths_per_million
Cyprus,2021-09-26,1.116
Cyprus,2021-09-27,1.116
Cyprus,2021-09-28,0.0
Cyprus,2021-09-29,0.0
Cyprus,2021-09-30,0.0
Cyprus,2021-10-01,0.0
Cyprus,2021-10-02,0.0
Cyprus,2021-10-03,0.0
Cyprus,2021-10-04,2.232
Cyprus,2021-10-05,1.116
Cyprus,2021-10-06,2.232
Cyprus,2021-10-07,1.116
Cyprus,2021-10-08,0.0
Cyprus,2021-10-09,0.0
Cyprus,2021-10-10,1.116
Cyprus,2021-10-11,1.116
Cyprus,2021-10-12,0.0
Cyprus,2021-10-13,0.0
Cyprus,2021-10-14,0.0
Cyprus,2021-10-15,0.0
Cyprus,2021-10-16,2.232
Cyprus,2021-10-17,1.116
Cyprus,2021-10-18,2.232
Cyprus,2021-10-19,0.0
Cyprus,2021-10-20,2.232
Cyprus,2021-10-21,0.0
Cyprus,2021-10-22,1.116
Cyprus,2021-10-23,1.116
Cyprus,2021-10-24,0.0
Cyprus,2021-10-25,2.232
Cyprus,2021-10-26,0.0
Cyprus,2021-10-27,1.116
Cyprus,2021-10-28,0.0
Cyprus,2021-10-29,0.0
Cyprus,2021-10-30,3.348
Cyprus,2021-10-31,0.0
Cyprus,2021-11-01,0.0
Cyprus,2021-11-02,1.116
Cyprus,2021-11-03,0.0
Cyprus,2021-11-04,0.0
Cyprus,2021-11-05,0.0
Cyprus,2021-11-06,1.116
Cyprus,2021-11-07,0.0
Cyprus,2021-11-08,0.0
Cyprus,2021-11-09,0.0
Cyprus,2021-11-10,0.0
Cyprus,2021-11-11,0.0
Cyprus,2021-11-12,11.161
Cyprus,2021-11-13,0.0
Cyprus,2021-11-14,0.0
Cyprus,2021-11-15,1.116
Cyprus,2021-11-16,0.0
Cyprus,2021-11-17,0.0
Cyprus,2021-11-18,1.116
Cyprus,2021-11-19,0.0
Cyprus,2021-11-20,1.116
Cyprus,2021-11-21,0.0
Cyprus,2021-11-22,1.116
Cyprus,2021-11-23,0.0
Cyprus,2021-11-24,0.0
Cyprus,2021-11-25,0.0
Cyprus,2021-11-26,0.0
Cyprus,2021-11-27,0.0
Cyprus,2021-11-28,0.0
Cyprus,2021-11-29,3.348
Cyprus,2021-11-30,3.348
Cyprus,2021-12-01,1.116
Cyprus,2021-12-02,0.0
Cyprus,2021-12-03,1.116
Cyprus,2021-12-04,2.232
Cyprus,2021-12-05,0.0
Cyprus,2021-12-06,1.116
Cyprus,2021-12-07,0.0
Cyprus,2021-12-08,3.348
Cyprus,2021-12-09,2.232
Cyprus,2021-12-10,0.0
Cyprus,2021-12-11,1.116
Cyprus,2021-12-12,2.232
Cyprus,2021-12-13,1.116
Cyprus,2021-12-14,1.116
Cyprus,2021-12-15,2.232
Cyprus,2021-12-16,2.232
Cyprus,2021-12-17,1.116
Cyprus,2021-12-18,2.232
Cyprus,2021-12-19,1.116
Cyprus,2021-12-20,3.348
Cyprus,2021-12-21,0.0
Cyprus,2021-12-22,1.116
Cyprus,2021-12-23,1.116
Cyprus,2021-12-24,2.232
Cyprus,2021-12-25,1.116
Cyprus,2021-12-26,0.0
Cyprus,2021-12-27,2.232
Cyprus,2021-12-28,0.0
Cyprus,2021-12-29,5.58
Cyprus,2021-12-30,1.116
Cyprus,2021-12-31,2.232
Cyprus,2022-01-01,0.0
Cyprus,2022-01-02,1.116
Cyprus,2022-01-03,2.232
Cyprus,2022-01-04,5.58
Cyprus,2022-01-05,4.464
Cyprus,2022-01-06,0.0
Cyprus,2022-01-07,0.0
Cyprus,2022-01-08,4.464
Cyprus,2022-01-09,3.348
Cyprus,2022-01-10,4.464
Cyprus,2022-01-11,4.464
Cyprus,2022-01-12,4.464
Cyprus,2022-01-13,3.348
Cyprus,2022-01-14,0.0
Cyprus,2022-01-15,1.116
Cyprus,2022-01-16,8.929
Cyprus,2022-01-17,3.348
Cyprus,2022-01-18,5.58
Cyprus,2022-01-19,0.0
Cyprus,2022-01-20,12.277
Cyprus,2022-01-21,0.0
Cyprus,2022-01-22,10.045
Cyprus,2022-01-23,3.348
Cyprus,2022-01-24,1.116
Cyprus,2022-01-25,0.0
Cyprus,2022-01-26,12.277
Cyprus,2022-01-27,0.0
Cyprus,2022-01-28,2.232
Cyprus,2022-01-29,4.464
Cyprus,2022-01-30,1.116
Cyprus,2022-01-31,2.232
Cyprus,2022-02-01,1.116
Cyprus,2022-02-02,2.232
Cyprus,2022-02-03,0.0
Cyprus,2022-02-04,4.464
Cyprus,2022-02-05,1.116
Cyprus,2022-02-06,4.464
Cyprus,2022-02-07,0.0
Cyprus,2022-02-08,12.277
Cyprus,2022-02-09,5.58
Cyprus,2022-02-10,1.116
Cyprus,2022-02-11,20.089
Cyprus,2022-02-12,5.58
Cyprus,2022-02-13,0.0
Cyprus,2022-02-14,3.348
Cyprus,2022-02-15,3.348
Cyprus,2022-02-16,7.812
Cyprus,2022-02-17,4.464
Cyprus,2022-02-18,5.58
Cyprus,2022-02-19,4.464
Cyprus,2022-02-20,13.393
Cyprus,2022-02-21,2.232
Cyprus,2022-02-22,5.58
Cyprus,2022-02-23,3.348
Cyprus,2022-02-24,0.0
Cyprus,2022-02-25,16.741
Cyprus,2022-02-26,4.464
Cyprus,2022-02-27,2.232
Cyprus,2022-02-28,2.232
Cyprus,2022-03-01,1.116
Cyprus,2022-03-02,2.232
Cyprus,2022-03-03,2.232
Cyprus,2022-03-04,13.393
Cyprus,2022-03-05,2.232
Cyprus,2022-03-06,2.232
Cyprus,2022-03-07,1.116
Cyprus,2022-03-08,5.58
Cyprus,2022-03-09,3.348
Cyprus,2022-03-10,3.348
Cyprus,2022-03-11,6.696
Cyprus,2022-03-12,4.464
Cyprus,2022-03-13,3.348
Cyprus,2022-03-14,0.0
Cyprus,2022-03-15,2.232
Cyprus,2022-03-16,0.0
Cyprus,2022-03-17,1.116
Cyprus,2022-03-18,11.161
Cyprus,2022-03-19,1.116
Cyprus,2022-03-20,3.348
Cyprus,2022-03-21,1.116
Cyprus,2022-03-22,3.348
Cyprus,2022-03-23,4.464
Cyprus,2022-03-24,0.0
Cyprus,2022-03-25,3.348
Cyprus,2022-03-26,2.232
Cyprus,2022-03-27,0.0
Cyprus,2022-03-28,3.348
Cyprus,2022-03-29,2.232
Cyprus,2022-03-30,1.116
Cyprus,2022-03-31,2.232
Cyprus,2022-04-01,2.232
Cyprus,2022-04-02,3.348
Cyprus,2022-04-03,2.232
Cyprus,2022-04-04,4.464
Cyprus,2022-04-05,3.348
Cyprus,2022-04-06,1.116
Cyprus,2022-04-07,2.232
Cyprus,2022-04-08,24.553
Cyprus,2022-04-09,1.116
Cyprus,2022-04-10,2.232
Cyprus,2022-04-11,3.348
Cyprus,2022-04-12,2.232
Cyprus,2022-04-13,2.232
Cyprus,2022-04-14,4.464
Cyprus,2022-04-15,0.0
Cyprus,2022-04-16,0.0
Cyprus,2022-04-17,0.0
Cyprus,2022-04-18,0.0
Cyprus,2022-04-19,0.0
Cyprus,2022-04-20,0.0
Cyprus,2022-04-21,0.0
Cyprus,2022-04-22,14.509
Cyprus,2022-04-23,5.58
Cyprus,2022-04-24,0.0
Cyprus,2022-04-25,0.0
Cyprus,2022-04-26,0.0
Cyprus,2022-04-27,0.0
Cyprus,2022-04-28,0.0
Cyprus,2022-04-29,4.464
Cyprus,2022-04-30,5.58
Cyprus,2022-05-01,0.0
Cyprus,2022-05-02,0.0
Cyprus,2022-05-03,0.0
Cyprus,2022-05-04,0.0
Cyprus,2022-05-05,0.0
Cyprus,2022-05-06,7.812
Cyprus,2022-05-07,5.58
Cyprus,2022-05-08,0.0
Cyprus,2022-05-09,0.0
Cyprus,2022-05-10,0.0
Cyprus,2022-05-11,0.0
Cyprus,2022-05-12,0.0
Cyprus,2022-05-13,21.205
Cyprus,2022-05-14,0.0
Cyprus,2022-05-15,0.0
Cyprus,2022-05-16,0.0
Cyprus,2022-05-17,0.0
Cyprus,2022-05-18,0.0
Cyprus,2022-05-19,0.0
Cyprus,2022-05-20,6.696
Cyprus,2022-05-21,0.0
Cyprus,2022-05-22,0.0
Cyprus,2022-05-23,0.0
Cyprus,2022-05-24,0.0
Cyprus,2022-05-25,0.0
Cyprus,2022-05-26,0.0
Cyprus,2022-05-27,2.232
Cyprus,2022-05-28,0.0
Cyprus,2022-05-29,0.0
Cyprus,2022-05-30,0.0
Cyprus,2022-05-31,0.0
Cyprus,2022-06-01,0.0
Cyprus,2022-06-02,0.0
Cyprus,2022-06-03,8.929
Cyprus,2022-06-04,0.0
Cyprus,2022-06-05,0.0
Cyprus,2022-06-06,0.0
Cyprus,2022-06-07,0.0
Cyprus,2022-06-08,0.0
Cyprus,2022-06-09,0.0
Cyprus,2022-06-10,1.116
Cyprus,2022-06-11,0.0
Cyprus,2022-06-12,0.0
Cyprus,2022-06-13,0.0
Cyprus,2022-06-14,0.0
Cyprus,2022-06-15,0.0
Cyprus,2022-06-16,0.0
Cyprus,2022-06-17,2.232
Cyprus,2022-06-18,0.0
Cyprus,2022-06-19,0.0
Cyprus,2022-06-20,0.0
Cyprus,2022-06-21,0.0
Cyprus,2022-06-22,0.0
Cyprus,2022-06-23,0.0
Cyprus,2022-06-24,2.232
Cyprus,2022-06-25,0.0
Cyprus,2022-06-26,0.0
Cyprus,2022-06-27,0.0
Cyprus,2022-06-28,0.0
Cyprus,2022-06-29,0.0
Cyprus,2022-06-30,0.0
Cyprus,2022-07-01,3.348
Cyprus,2022-07-02,0.0
Cyprus,2022-07-03,0.0
Cyprus,2022-07-04,0.0
Cyprus,2022-07-05,0.0
Cyprus,2022-07-06,0.0
Cyprus,2022-07-07,0.0
Cyprus,2022-07-08,4.464
Cyprus,2022-07-09,0.0
Cyprus,2022-07-10,0.0
Cyprus,2022-07-11,0.0
Cyprus,2022-07-12,0.0
Cyprus,2022-07-13,0.0
Cyprus,2022-07-14,0.0
Cyprus,2022-07-15,7.812
Cyprus,2022-07-16,0.0
Cyprus,2022-07-17,0.0
Cyprus,2022-07-18,0.0
Cyprus,2022-07-19,0.0
Cyprus,2022-07-20,0.0
Cyprus,2022-07-21,0.0
Cyprus,2022-07-22,14.509
Cyprus,2022-07-23,0.0
Cyprus,2022-07-24,0.0
Cyprus,2022-07-25,0.0
Cyprus,2022-07-26,0.0
Cyprus,2022-07-27,0.0
Cyprus,2022-07-28,0.0
Cyprus,2022-07-29,17.857
Cyprus,2022-07-30,0.0
Cyprus,2022-07-31,0.0
Cyprus,2022-08-01,0.0
Cyprus,2022-08-02,0.0
Cyprus,2022-08-03,0.0
Cyprus,2022-08-04,0.0
Cyprus,2022-08-05,0.0
Cyprus,2022-08-06,31.25
Cyprus,2022-08-07,0.0
Cyprus,2022-08-08,0.0
Cyprus,2022-08-09,0.0
Cyprus,2022-08-10,0.0
Cyprus,2022-08-11,0.0
Cyprus,2022-08-12,6.696
Cyprus,2022-08-13,0.0
Cyprus,2022-08-14,0.0
Cyprus,2022-08-15,0.0
Cyprus,2022-08-16,0.0
Cyprus,2022-08-17,0.0
Cyprus,2022-08-18,0.0
Cyprus,2022-08-19,3.348
Cyprus,2022-08-20,0.0
Cyprus,2022-08-21,0.0
Cyprus,2022-08-22,0.0
Cyprus,2022-08-23,0.0
Cyprus,2022-08-24,0.0
Cyprus,2022-08-25,0.0
Cyprus,2022-08-26,17.857
Cyprus,2022-08-27,0.0
Cyprus,2022-08-28,0.0
Cyprus,2022-08-29,0.0
Cyprus,2022-08-30,0.0
Cyprus,2022-08-31,0.0
Cyprus,2022-09-01,0.0
Cyprus,2022-09-02,4.464
Cyprus,2022-09-03,0.0
Cyprus,2022-09-04,0.0
Cyprus,2022-09-05,0.0
Cyprus,2022-09-06,0.0
Cyprus,2022-09-07,0.0
Cyprus,2022-09-08,0.0
Cyprus,2022-09-09,0.0
Cyprus,2022-09-10,1.116
Cyprus,2022-09-11,0.0
Cyprus,2022-09-12,0.0
Cyprus,2022-09-13,0.0
Cyprus,2022-09-14,0.0
Cyprus,2022-09-15,0.0
Cyprus,2022-09-16,5.58
Cyprus,2022-09-17,0.0
Cyprus,2022-09-18,0.0
Cyprus,2022-09-19,0.0
Cyprus,2022-09-20,0.0
Cyprus,2022-09-21,0.0
Cyprus,2022-09-22,0.0
Cyprus,2022-09-23,2.232
Cyprus,2022-09-24,0.0
Cyprus,2022-09-25,0.0
Cyprus,2022-09-26,0.0
Cyprus,2022-09-27,0.0
Cyprus,2022-09-28,0.0
Cyprus,2022-09-29,0.0
Cyprus,2022-09-30,2.232
Cyprus,2022-10-01,0.0
Cyprus,2022-10-02,0.0
Cyprus,2022-10-03,0.0
Cyprus,2022-10-04,0.0
Cyprus,2022-10-05,0.0
Cyprus,2022-10-06,0.0
Cyprus,2022-10-07,5.58
Cyprus,2022-10-08,0.0
Cyprus,2022-10-09,0.0
Cyprus,2022-10-10,0.0
Cyprus,2022-10-11,0.0
Cyprus,2022-10-12,0.0
Cyprus,2022-10-13,0.0
Cyprus,2022-10-14,2.232
Cyprus,2022-10-15,0.0
Cyprus,2022-10-16,0.0
Cyprus,2022-10-17,0.0
Cyprus,2022-10-18,0.0
Cyprus,2022-10-19,0.0
Cyprus,2022-10-20,0.0
Cyprus,2022-10-21,2.232
Cyprus,2022-10-22,0.0
Cyprus,2022-10-23,0.0
Cyprus,2022-10-24,0.0
Cyprus,2022-10-25,0.0
Cyprus,2022-10-26,0.0
Cyprus,2022-10-27,0.0
Cyprus,2022-10-28,3.348
Cyprus,2022-10-29,0.0
Cyprus,2022-10-30,0.0
Cyprus,2022-10-31,0.0
Cyprus,2022-11-01,0.0
Cyprus,2022-11-02,0.0
Cyprus,2022-11-03,0.0
Cyprus,2022-11-04,6.696
Cyprus,2022-11-05,0.0
Cyprus,2022-11-06,0.0
Cyprus,2022-11-07,0.0
Cyprus,2022-11-08,0.0
Cyprus,2022-11-09,0.0
Cyprus,2022-11-10,0.0
Cyprus,2022-11-11,0.0
Cyprus,2022-11-12,11.161
Cyprus,2022-11-13,0.0
Cyprus,2022-11-14,0.0
Cyprus,2022-11-15,0.0
Cyprus,2022-11-16,0.0
Cyprus,2022-11-17,0.0
Cyprus,2022-11-18,8.929
Cyprus,2022-11-19,0.0
Cyprus,2022-11-20,0.0
Cyprus,2022-11-21,0.0
Cyprus,2022-11-22,0.0
Cyprus,2022-11-23,0.0
Cyprus,2022-11-24,0.0
Cyprus,2022-11-25,8.929
Cyprus,2022-11-26,0.0
Cyprus,2022-11-27,0.0
Cyprus,2022-11-28,0.0
Cyprus,2022-11-29,0.0
Cyprus,2022-11-30,0.0
Cyprus,2022-12-01,0.0
Cyprus,2022-12-02,12.277
Cyprus,2022-12-03,0.0
Cyprus,2022-12-04,0.0
Cyprus,2022-12-05,0.0
Cyprus,2022-12-06,0.0
Cyprus,2022-12-07,0.0
Cyprus,2022-12-08,0.0
Cyprus,2022-12-09,5.58
Cyprus,2022-12-10,0.0
Cyprus,2022-12-11,0.0
Cyprus,2022-12-12,0.0
Cyprus,2022-12-13,0.0
Cyprus,2022-12-14,0.0
Cyprus,2022-12-15,0.0
Cyprus,2022-12-16,8.929
Cyprus,2022-12-17,0.0
Cyprus,2022-12-18,0.0
Cyprus,2022-12-19,0.0
Cyprus,2022-12-20,0.0
Cyprus,2022-12-21,0.0
Cyprus,2022-12-22,0.0
Cyprus,2022-12-23,5.58
Cyprus,2022-12-24,0.0
Cyprus,2022-12-25,0.0
Cyprus,2022-12-26,0.0
Cyprus,2022-12-27,0.0
Cyprus,2022-12-28,0.0
Cyprus,2022-12-29,0.0
Cyprus,2022-12-30,3.348
Cyprus,2022-12-31,0.0
Cyprus,2023-01-01,0.0
Cyprus,2023-01-02,0.0
Cyprus,2023-01-03,0.0
Cyprus,2023-01-04,0.0
Cyprus,2023-01-05,0.0
Cyprus,2023-01-06,4.464
Cyprus,2023-01-07,0.0
Cyprus,2023-01-08,0.0
Cyprus,2023-01-09,0.0
Cyprus,2023-01-10,0.0
Cyprus,2023-01-11,0.0
Cyprus,2023-01-12,0.0
Cyprus,2023-01-13,8.929
Cyprus,2023-01-14,0.0
Cyprus,2023-01-15,0.0
Cyprus,2023-01-16,0.0
Cyprus,2023-01-17,0.0
Cyprus,2023-01-18,0.0
Cyprus,2023-01-19,0.0
Cyprus,2023-01-20,11.161
Cyprus,2023-01-21,0.0
Cyprus,2023-01-22,0.0
Cyprus,2023-01-23,0.0
Cyprus,2023-01-24,0.0
Cyprus,2023-01-25,0.0
Cyprus,2023-01-26,0.0
Cyprus,2023-01-27,7.812
Cyprus,2023-01-28,0.0
Cyprus,2023-01-29,0.0
Cyprus,2023-01-30,0.0
Cyprus,2023-01-31,0.0
Cyprus,2023-02-01,0.0
Cyprus,2023-02-02,0.0
Cyprus,2023-02-03,4.464
Cyprus,2023-02-04,0.0
Cyprus,2023-02-05,0.0
Cyprus,2023-02-06,0.0
Cyprus,2023-02-07,0.0
Cyprus,2023-02-08,0.0
Cyprus,2023-02-09,0.0
Cyprus,2023-02-10,2.232
Cyprus,2023-02-11,0.0
Cyprus,2023-02-12,0.0
Cyprus,2023-02-13,0.0
Cyprus,2023-02-14,0.0
Cyprus,2023-02-15,0.0
Cyprus,2023-02-16,0.0
Czechia,2021-07-10,0.0
Czechia,2021-07-11,0.0
Czechia,2021-07-12,0.0
Czechia,2021-07-13,0.191
Czechia,2021-07-14,0.191
Czechia,2021-07-15,0.0
Czechia,2021-07-16,0.0
Czechia,2021-07-17,0.095
Czechia,2021-07-18,0.191
Czechia,2021-07-19,0.0
Czechia,2021-07-20,0.286
Czechia,2021-07-21,0.095
Czechia,2021-07-22,0.476
Czechia,2021-07-23,0.0
Czechia,2021-07-24,0.953
Czechia,2021-07-25,0.0
Czechia,2021-07-26,0.0
Czechia,2021-07-27,0.476
Czechia,2021-07-28,0.0
Czechia,2021-07-29,0.095
Czechia,2021-07-30,0.0
Czechia,2021-07-31,0.953
Czechia,2021-08-01,0.095
Czechia,2021-08-02,0.0
Czechia,2021-08-03,0.381
Czechia,2021-08-08,0.0
Czechia,2021-08-09,0.0
Czechia,2021-08-10,0.572
Czechia,2021-08-11,0.191
Czechia,2021-08-12,0.095
Czechia,2021-08-13,0.0
Czechia,2021-08-14,0.095
Czechia,2021-08-15,0.0
Czechia,2021-08-16,0.191
Czechia,2021-08-17,0.095
Czechia,2021-08-18,0.191
Czechia,2021-08-19,0.381
Czechia,2021-08-20,0.191
Czechia,2021-08-21,0.0
Czechia,2021-08-22,0.095
Czechia,2021-08-23,0.0
Czechia,2021-08-24,0.0
Czechia,2021-08-25,0.191
Czechia,2021-08-26,0.572
Czechia,2021-08-27,0.572
Czechia,2021-08-28,0.191
Czechia,2021-08-29,0.095
Czechia,2021-08-30,0.0
Czechia,2021-08-31,0.191
Czechia,2021-09-01,0.0
Czechia,2021-09-02,0.0
Czechia,2021-09-03,0.095
Czechia,2021-09-04,0.095
Czechia,2021-09-05,0.0
Czechia,2021-09-06,0.0
Czechia,2021-09-07,0.191
Czechia,2021-09-08,0.0
Czechia,2021-09-09,0.476
Czechia,2021-09-10,0.0
Czechia,2021-09-11,0.0
Czechia,2021-09-12,0.0
Czechia,2021-09-13,0.095
Czechia,2021-09-14,0.191
Czechia,2021-09-15,0.095
Czechia,2021-09-16,0.476
Czechia,2021-09-17,0.476
Czechia,2021-09-18,0.191
Czechia,2021-09-19,0.095
Czechia,2021-09-20,0.095
Czechia,2021-09-21,1.048
Czechia,2021-09-22,0.381
Czechia,2021-09-23,0.191
Czechia,2021-09-24,0.286
Czechia,2021-09-25,0.095
Czechia,2021-09-26,0.095
Czechia,2021-09-27,0.095
Czechia,2021-09-28,0.0
Czechia,2021-09-29,0.095
Czechia,2021-09-30,0.381
Czechia,2021-10-01,1.525
Czechia,2021-10-02,0.191
Czechia,2021-10-03,0.095
Czechia,2021-10-04,0.0
Czechia,2021-10-05,0.476
Czechia,2021-10-06,0.191
Czechia,2021-10-07,0.762
Czechia,2021-10-08,0.286
Czechia,2021-10-09,0.286
Czechia,2021-10-10,0.191
Czechia,2021-10-11,0.286
Czechia,2021-10-12,0.762
Czechia,2021-10-13,0.572
Czechia,2021-10-14,0.572
Czechia,2021-10-15,0.381
Czechia,2021-10-16,1.048
Czechia,2021-10-17,0.572
Czechia,2021-10-18,0.858
Czechia,2021-10-19,1.525
Czechia,2021-10-20,0.381
Czechia,2021-10-21,1.239
Czechia,2021-10-22,0.572
Czechia,2021-10-23,1.429
Czechia,2021-10-24,0.667
Czechia,2021-10-25,0.953
Czechia,2021-10-26,2.192
Czechia,2021-10-27,1.811
Czechia,2021-10-28,2.096
Czechia,2021-10-29,1.525
Czechia,2021-10-30,2.954
Czechia,2021-10-31,1.62
Czechia,2021-11-01,2.096
Czechia,2021-11-02,3.049
Czechia,2021-11-03,3.145
Czechia,2021-11-04,3.621
Czechia,2021-11-05,5.718
Czechia,2021-11-06,4.479
Czechia,2021-11-07,3.526
Czechia,2021-11-08,2.954
Czechia,2021-11-09,11.435
Czechia,2021-11-10,5.336
Czechia,2021-11-11,5.718
Czechia,2021-11-12,6.289
Czechia,2021-11-13,7.242
Czechia,2021-11-14,4.765
Czechia,2021-11-15,5.718
Czechia,2021-11-16,9.053
Czechia,2021-11-17,6.956
Czechia,2021-11-18,5.718
Czechia,2021-11-19,10.482
Czechia,2021-11-20,12.007
Czechia,2021-11-21,7.052
Czechia,2021-11-22,21.441
Czechia,2021-11-23,0.476
Czechia,2021-11-24,9.434
Czechia,2021-11-25,10.959
Czechia,2021-11-26,11.435
Czechia,2021-11-27,9.625
Czechia,2021-11-28,17.629
Czechia,2021-11-29,2.287
Czechia,2021-11-30,11.054
Czechia,2021-12-01,11.149
Czechia,2021-12-02,12.483
Czechia,2021-12-03,12.674
Czechia,2021-12-04,12.007
Czechia,2021-12-05,8.481
Czechia,2021-12-06,9.815
Czechia,2021-12-07,12.769
Czechia,2021-12-08,12.579
Czechia,2021-12-09,9.053
Czechia,2021-12-10,10.768
Czechia,2021-12-11,12.865
Czechia,2021-12-12,7.052
Czechia,2021-12-13,9.529
Czechia,2021-12-14,13.913
Czechia,2021-12-15,11.054
Czechia,2021-12-16,10.482
Czechia,2021-12-17,11.721
Czechia,2021-12-18,9.815
Czechia,2021-12-19,7.052
Czechia,2021-12-20,6.194
Czechia,2021-12-21,0.0
Czechia,2021-12-22,0.0
Czechia,2021-12-23,0.0
Czechia,2021-12-24,0.0
Czechia,2021-12-25,38.498
Czechia,2021-12-26,5.432
Czechia,2021-12-27,5.336
Czechia,2021-12-28,10.101
Czechia,2021-12-29,6.099
Czechia,2021-12-30,8.195
Czechia,2021-12-31,6.48
Czechia,2022-01-01,5.051
Czechia,2022-01-02,3.526
Czechia,2022-01-03,3.431
Czechia,2022-01-04,6.766
Czechia,2022-01-05,6.766
Czechia,2022-01-06,4.955
Czechia,2022-01-07,5.527
Czechia,2022-01-08,4.86
Czechia,2022-01-09,3.049
Czechia,2022-01-10,3.24
Czechia,2022-01-11,5.622
Czechia,2022-01-12,7.814
Czechia,2022-01-13,0.0
Czechia,2022-01-14,3.24
Czechia,2022-01-15,2.763
Czechia,2022-01-16,2.382
Czechia,2022-01-17,2.001
Czechia,2022-01-18,3.431
Czechia,2022-01-19,2.573
Czechia,2022-01-20,3.335
Czechia,2022-01-21,2.382
Czechia,2022-01-22,2.287
Czechia,2022-01-23,1.239
Czechia,2022-01-24,1.525
Czechia,2022-01-25,2.859
Czechia,2022-01-26,1.144
Czechia,2022-01-27,2.096
Czechia,2022-01-28,2.954
Czechia,2022-01-29,2.192
Czechia,2022-01-30,1.525
Czechia,2022-01-31,2.382
Czechia,2022-02-01,3.24
Czechia,2022-02-02,3.621
Czechia,2022-02-03,4.193
Czechia,2022-02-04,3.621
Czechia,2022-02-05,4.479
Czechia,2022-02-06,3.716
Czechia,2022-02-07,2.763
Czechia,2022-02-08,6.766
Czechia,2022-02-09,6.003
Czechia,2022-02-10,4.574
Czechia,2022-02-11,4.955
Czechia,2022-02-12,5.051
Czechia,2022-02-13,5.241
Czechia,2022-02-14,5.051
Czechia,2022-02-15,11.245
Czechia,2022-02-16,0.0
Czechia,2022-02-17,5.622
Czechia,2022-02-18,5.336
Czechia,2022-02-19,7.814
Czechia,2022-02-20,3.621
Czechia,2022-02-21,10.387
Czechia,2022-02-22,0.0
Czechia,2022-02-23,6.48
Czechia,2022-02-24,2.859
Czechia,2022-02-25,5.527
Czechia,2022-02-26,6.385
Czechia,2022-02-27,3.24
Czechia,2022-02-28,0.0
Czechia,2022-03-01,8.862
Czechia,2022-03-02,5.336
Czechia,2022-03-03,4.383
Czechia,2022-03-04,4.765
Czechia,2022-03-05,5.241
Czechia,2022-03-06,2.192
Czechia,2022-03-07,2.382
Czechia,2022-03-08,4.383
Czechia,2022-03-09,4.383
Czechia,2022-03-10,3.431
Czechia,2022-03-11,3.049
Czechia,2022-03-12,2.478
Czechia,2022-03-13,2.763
Czechia,2022-03-14,0.0
Czechia,2022-03-15,5.813
Czechia,2022-03-16,3.049
Czechia,2022-03-17,2.192
Czechia,2022-03-18,4.479
Czechia,2022-03-19,3.24
Czechia,2022-03-20,0.667
Czechia,2022-03-21,1.429
Czechia,2022-03-22,4.193
Czechia,2022-03-23,2.192
Czechia,2022-03-24,5.146
Czechia,2022-03-25,3.049
Czechia,2022-03-26,0.0
Czechia,2022-03-27,3.431
Czechia,2022-03-28,4.479
Czechia,2022-03-29,2.859
Czechia,2022-03-30,3.145
Czechia,2022-03-31,1.811
Czechia,2022-04-01,1.334
Czechia,2022-04-02,0.858
Czechia,2022-04-03,0.762
Czechia,2022-04-04,3.049
Czechia,2022-04-05,2.763
Czechia,2022-04-06,3.049
Czechia,2022-04-07,2.668
Czechia,2022-04-08,2.668
Czechia,2022-04-09,0.762
Czechia,2022-04-10,0.0
Czechia,2022-04-11,3.526
Czechia,2022-04-12,1.525
Czechia,2022-04-13,1.144
Czechia,2022-04-14,0.0
Czechia,2022-04-15,2.478
Czechia,2022-04-16,0.858
Czechia,2022-04-17,0.953
Czechia,2022-04-18,0.667
Czechia,2022-04-19,2.382
Czechia,2022-04-20,1.525
Czechia,2022-04-21,1.906
Czechia,2022-04-22,1.239
Czechia,2022-04-23,0.953
Czechia,2022-04-24,0.191
Czechia,2022-04-25,1.811
Czechia,2022-04-26,1.144
Czechia,2022-04-27,0.858
Czechia,2022-04-28,1.906
Czechia,2022-04-29,1.144
Czechia,2022-04-30,0.0
Czechia,2022-05-01,0.858
Czechia,2022-05-02,1.048
Czechia,2022-05-03,0.858
Czechia,2022-05-04,0.953
Czechia,2022-05-05,0.858
Czechia,2022-05-06,0.858
Czechia,2022-05-07,0.286
Czechia,2022-05-08,0.476
Czechia,2022-05-09,0.0
Czechia,2022-05-10,1.239
Czechia,2022-05-11,0.0
Czechia,2022-05-12,0.667
Czechia,2022-05-13,0.476
Czechia,2022-05-14,0.0
Czechia,2022-05-15,0.095
Czechia,2022-05-16,0.953
Czechia,2022-05-17,0.191
Czechia,2022-05-18,0.191
Czechia,2022-05-19,0.191
Czechia,2022-05-20,0.286
Czechia,2022-05-21,0.095
Czechia,2022-05-22,0.0
Czechia,2022-05-23,0.381
Czechia,2022-05-24,0.667
Czechia,2022-05-25,0.286
Czechia,2022-05-26,0.0
Czechia,2022-05-27,0.095
Czechia,2022-05-28,0.0
Czechia,2022-05-29,0.0
Czechia,2022-05-30,0.191
Czechia,2022-05-31,0.476
Czechia,2022-06-01,0.095
Czechia,2022-06-02,0.095
Czechia,2022-06-03,0.0
Czechia,2022-06-04,0.095
Czechia,2022-06-05,0.191
Czechia,2022-06-06,0.095
Czechia,2022-06-07,0.095
Czechia,2022-06-08,0.0
Czechia,2022-06-09,0.191
Czechia,2022-06-10,0.381
Czechia,2022-06-11,0.0
